source_row_id,event_id,subscriber_id,site_id,event_time,usage_type,usage_value,usage_unit,charge_amount,updated_at
usage_events-005215,EV-0005215,SU-00215,ST-0025,2026-01-26T08:18:00Z,voice,49.3,minutes,0.67,2026-01-26T08:18:00Z
usage_events-005216,EV-0005216,SU-00216,ST-0026,2026-01-26T08:25:00Z,voice,299.5,minutes,1.93,2026-01-26T08:25:00Z
usage_events-005217,EV-0005217,SU-00217,ST-0027,2026-01-26T08:32:00Z,data,415.3,mb,2.06,2026-01-26T08:32:00Z
usage_events-005218,EV-0005218,SU-00218,ST-0028,2026-01-26T08:39:00Z,voice,452.7,minutes,3.43,2026-01-26T08:39:00Z
usage_events-005219,EV-0005219,SU-00219,ST-0029,2026-01-26T08:46:00Z,sms,456.5,messages,2.27,2026-01-26T08:46:00Z
usage_events-005220,EV-0005220,SU-00220,ST-0030,2026-01-26T08:53:00Z,data,169.0,mb,1.65,2026-01-26T08:53:00Z
usage_events-005221,EV-0005221,SU-00221,ST-0001,2026-01-26T09:00:00Z,sms,486.4,messages,4.79,2026-01-26T09:00:00Z
usage_events-005222,EV-0005222,SU-00222,ST-0002,2026-01-26T09:07:00Z,sms,41.5,messages,2.85,2026-01-26T09:07:00Z
usage_events-005223,EV-0005223,SU-00223,ST-0003,2026-01-26T09:14:00Z,sms,324.2,messages,0.94,2026-01-26T09:14:00Z
usage_events-005224,EV-0005224,SU-00224,ST-0004,2026-01-26T09:21:00Z,voice,77.8,minutes,2.78,2026-01-26T09:21:00Z
usage_events-005225,EV-0005225,SU-00225,ST-0005,2026-01-26T09:28:00Z,sms,395.9,messages,3.71,2026-01-26T09:28:00Z
usage_events-005226,EV-0005226,SU-00226,ST-0006,2026-01-26T09:35:00Z,voice,153.5,minutes,2.25,2026-01-26T09:35:00Z
usage_events-005227,EV-0005227,SU-00227,ST-0007,2026-01-26T09:42:00Z,sms,386.0,messages,3.89,2026-01-26T09:42:00Z
usage_events-005228,EV-0005228,SU-00228,ST-0008,2026-01-26T09:49:00Z,voice,463.7,minutes,0.76,2026-01-26T09:49:00Z
usage_events-005229,EV-0005229,SU-00229,ST-0009,2026-01-26T09:56:00Z,data,47.2,mb,1.13,2026-01-26T09:56:00Z
usage_events-005230,EV-0005230,SU-00230,ST-0010,2026-01-26T10:03:00Z,voice,229.5,minutes,0.56,2026-01-26T10:03:00Z
usage_events-005231,EV-0005231,SU-00231,ST-0011,2026-01-26T10:10:00Z,voice,216.4,minutes,0.06,2026-01-26T10:10:00Z
usage_events-005232,EV-0005232,SU-00232,ST-0012,2026-01-26T10:17:00Z,voice,239.0,minutes,2.52,2026-01-26T10:17:00Z
usage_events-005233,EV-0005233,SU-00233,ST-0013,2026-01-26T10:24:00Z,sms,58.4,messages,0.24,2026-01-26T10:24:00Z
usage_events-005234,EV-0005234,SU-00234,ST-0014,2026-01-26T10:31:00Z,data,82.0,mb,3.83,2026-01-26T10:31:00Z
usage_events-005235,EV-0005235,SU-00235,ST-0015,2026-01-26T10:38:00Z,sms,372.5,messages,3.79,2026-01-26T10:38:00Z
usage_events-005236,EV-0005236,SU-00236,ST-0016,2026-01-26T10:45:00Z,voice,494.2,minutes,2.15,2026-01-26T10:45:00Z
usage_events-005237,EV-0005237,SU-00237,ST-0017,2026-01-26T10:52:00Z,sms,98.3,messages,4.36,2026-01-26T10:52:00Z
usage_events-005238,EV-0005238,SU-00238,ST-0018,2026-01-26T10:59:00Z,voice,431.2,minutes,0.75,2026-01-26T10:59:00Z
usage_events-005239,EV-0005239,SU-00239,ST-0019,2026-01-26T11:06:00Z,sms,204.1,messages,0.20,2026-01-26T11:06:00Z
usage_events-005240,EV-0005240,SU-00240,ST-0020,2026-01-26T11:13:00Z,voice,370.5,minutes,3.04,2026-01-26T11:13:00Z
usage_events-005241,EV-0005241,SU-00241,ST-0021,2026-01-26T11:20:00Z,voice,73.1,minutes,1.44,2026-01-26T11:20:00Z
usage_events-005242,EV-0005242,SU-00242,ST-0022,2026-01-26T11:27:00Z,voice,352.9,minutes,4.61,2026-01-26T11:27:00Z
usage_events-005243,EV-0005243,SU-00243,ST-0023,2026-01-26T11:34:00Z,data,345.7,mb,2.93,2026-01-26T11:34:00Z
usage_events-005244,EV-0005244,SU-00244,ST-0024,2026-01-26T11:41:00Z,data,429.2,mb,1.21,2026-01-26T11:41:00Z
usage_events-005245,EV-0005245,SU-00245,ST-0025,2026-01-26T11:48:00Z,voice,465.8,minutes,3.94,2026-01-26T11:48:00Z
usage_events-005246,EV-0005246,SU-00246,ST-0026,2026-01-26T11:55:00Z,sms,165.8,messages,0.28,2026-01-26T11:55:00Z
usage_events-005247,EV-0005247,SU-00247,ST-0027,2026-01-26T12:02:00Z,data,441.6,mb,1.37,2026-01-26T12:02:00Z
usage_events-005248,EV-0005248,SU-00248,ST-0028,2026-01-26T12:09:00Z,data,25.8,mb,1.95,2026-01-26T12:09:00Z
usage_events-005249,EV-0005249,SU-00249,ST-0029,2026-01-26T12:16:00Z,data,151.6,mb,4.37,2026-01-26T12:16:00Z
usage_events-005250,EV-0005250,SU-00250,ST-0030,2026-01-26T12:23:00Z,voice,461.4,minutes,1.62,2026-01-26T12:23:00Z
usage_events-005251,EV-0005251,SU-00001,ST-0001,2026-01-26T12:30:00Z,data,137.1,mb,0.87,2026-01-26T12:30:00Z
usage_events-005252,EV-0005252,SU-00002,ST-0002,2026-01-26T12:37:00Z,voice,217.1,minutes,4.91,2026-01-26T12:37:00Z
usage_events-005253,EV-0005253,SU-00003,ST-0003,2026-01-26T12:44:00Z,voice,116.7,minutes,0.82,2026-01-26T12:44:00Z
usage_events-005254,EV-0005254,SU-00004,ST-0004,2026-01-26T12:51:00Z,voice,313.2,minutes,2.57,2026-01-26T12:51:00Z
usage_events-005255,EV-0005255,SU-00005,ST-0005,2026-01-26T12:58:00Z,data,80.4,mb,3.91,2026-01-26T12:58:00Z
usage_events-005256,EV-0005256,SU-00006,ST-0006,2026-01-26T13:05:00Z,data,258.0,mb,1.83,2026-01-26T13:05:00Z
usage_events-005257,EV-0005257,SU-00007,ST-0007,2026-01-26T13:12:00Z,sms,112.8,messages,2.67,2026-01-26T13:12:00Z
usage_events-005258,EV-0005258,SU-00008,ST-0008,2026-01-26T13:19:00Z,sms,294.3,messages,3.38,2026-01-26T13:19:00Z
usage_events-005259,EV-0005259,SU-00009,ST-0009,2026-01-26T13:26:00Z,data,167.8,mb,2.21,2026-01-26T13:26:00Z
usage_events-005260,EV-0005260,SU-00010,ST-0010,2026-01-26T13:33:00Z,sms,482.8,messages,1.17,2026-01-26T13:33:00Z
usage_events-005261,EV-0005261,SU-00011,ST-0011,2026-01-26T13:40:00Z,voice,264.8,minutes,4.17,2026-01-26T13:40:00Z
usage_events-005262,EV-0005262,SU-00012,ST-0012,2026-01-26T13:47:00Z,data,329.6,mb,2.71,2026-01-26T13:47:00Z
usage_events-005263,EV-0005263,SU-00013,ST-0013,2026-01-26T13:54:00Z,sms,214.1,messages,2.22,2026-01-26T13:54:00Z
usage_events-005264,EV-0005264,SU-00014,ST-0014,2026-01-26T14:01:00Z,data,330.6,mb,0.63,2026-01-26T14:01:00Z
usage_events-005265,EV-0005265,SU-00015,ST-0015,2026-01-26T14:08:00Z,voice,114.2,minutes,3.63,2026-01-26T14:08:00Z
usage_events-005266,EV-0005266,SU-00016,ST-0016,2026-01-26T14:15:00Z,voice,380.7,minutes,3.15,2026-01-26T14:15:00Z
usage_events-005267,EV-0005267,SU-00017,ST-0017,2026-01-26T14:22:00Z,sms,382.9,messages,2.88,2026-01-26T14:22:00Z
usage_events-005268,EV-0005268,SU-00018,ST-0018,2026-01-26T14:29:00Z,voice,62.6,minutes,1.12,2026-01-26T14:29:00Z
usage_events-005269,EV-0005269,SU-00019,ST-0019,2026-01-26T14:36:00Z,sms,267.8,messages,2.15,2026-01-26T14:36:00Z
usage_events-005270,EV-0005270,SU-00020,ST-0020,2026-01-26T14:43:00Z,voice,433.7,minutes,2.17,2026-01-26T14:43:00Z
usage_events-005271,EV-0005271,SU-00021,ST-0021,2026-01-26T14:50:00Z,sms,213.9,messages,0.64,2026-01-26T14:50:00Z
usage_events-005272,EV-0005272,SU-00022,ST-0022,2026-01-26T14:57:00Z,voice,198.0,minutes,0.72,2026-01-26T14:57:00Z
usage_events-005273,EV-0005273,SU-00023,ST-0023,2026-01-26T15:04:00Z,data,254.0,mb,1.76,2026-01-26T15:04:00Z
usage_events-005274,EV-0005274,SU-00024,ST-0024,2026-01-26T15:11:00Z,data,70.1,mb,3.82,2026-01-26T15:11:00Z
usage_events-005275,EV-0005275,SU-00025,ST-0025,2026-01-26T15:18:00Z,voice,116.1,minutes,0.25,2026-01-26T15:18:00Z
usage_events-005276,EV-0005276,SU-00026,ST-0026,2026-01-26T15:25:00Z,data,208.9,mb,0.43,2026-01-26T15:25:00Z
usage_events-005277,EV-0005277,SU-00027,ST-0027,2026-01-26T15:32:00Z,voice,54.4,minutes,4.68,2026-01-26T15:32:00Z
usage_events-005278,EV-0005278,SU-00028,ST-0028,2026-01-26T15:39:00Z,data,105.4,mb,4.41,2026-01-26T15:39:00Z
usage_events-005279,EV-0005279,SU-00029,ST-0029,2026-01-26T15:46:00Z,voice,352.6,minutes,2.42,2026-01-26T15:46:00Z
usage_events-005280,EV-0005280,SU-00030,ST-0030,2026-01-26T15:53:00Z,voice,380.7,minutes,2.51,2026-01-26T15:53:00Z
usage_events-005281,EV-0005281,SU-00031,ST-0001,2026-01-26T16:00:00Z,data,176.2,mb,4.47,2026-01-26T16:00:00Z
usage_events-005282,EV-0005282,SU-00032,ST-0002,2026-01-26T16:07:00Z,data,176.8,mb,4.45,2026-01-26T16:07:00Z
usage_events-005283,EV-0005283,SU-00033,ST-0003,2026-01-26T16:14:00Z,data,305.4,mb,0.83,2026-01-26T16:14:00Z
usage_events-005284,EV-0005284,SU-00034,ST-0004,2026-01-26T16:21:00Z,voice,377.5,minutes,3.73,2026-01-26T16:21:00Z
usage_events-005285,EV-0005285,SU-00035,ST-0005,2026-01-26T16:28:00Z,sms,71.0,messages,1.38,2026-01-26T16:28:00Z
usage_events-005286,EV-0005286,SU-00036,ST-0006,2026-01-26T16:35:00Z,sms,73.2,messages,1.82,2026-01-26T16:35:00Z
usage_events-005287,EV-0005287,SU-00037,ST-0007,2026-01-26T16:42:00Z,data,38.5,mb,0.41,2026-01-26T16:42:00Z
usage_events-005288,EV-0005288,SU-00038,ST-0008,2026-01-26T16:49:00Z,sms,170.9,messages,3.96,2026-01-26T16:49:00Z
usage_events-005289,EV-0005289,SU-00039,ST-0009,2026-01-26T16:56:00Z,voice,444.8,minutes,2.70,2026-01-26T16:56:00Z
usage_events-005290,EV-0005290,SU-00040,ST-0010,2026-01-26T17:03:00Z,sms,260.4,messages,3.54,2026-01-26T17:03:00Z
usage_events-005291,EV-0005291,SU-00041,ST-0011,2026-01-26T17:10:00Z,voice,290.6,minutes,3.78,2026-01-26T17:10:00Z
usage_events-005292,EV-0005292,SU-00042,ST-0012,2026-01-26T17:17:00Z,data,0.3,mb,1.23,2026-01-26T17:17:00Z
usage_events-005293,EV-0005293,SU-00043,ST-0013,2026-01-26T17:24:00Z,voice,381.7,minutes,3.91,2026-01-26T17:24:00Z
usage_events-005294,EV-0005294,SU-00044,ST-0014,2026-01-26T17:31:00Z,sms,41.0,messages,0.72,2026-01-26T17:31:00Z
usage_events-005295,EV-0005295,SU-00045,ST-0015,2026-01-26T17:38:00Z,voice,309.7,minutes,3.23,2026-01-26T17:38:00Z
usage_events-005296,EV-0005296,SU-00046,ST-0016,2026-01-26T17:45:00Z,sms,224.6,messages,0.22,2026-01-26T17:45:00Z
usage_events-005297,EV-0005297,SU-00047,ST-0017,2026-01-26T17:52:00Z,sms,20.9,messages,0.22,2026-01-26T17:52:00Z
usage_events-005298,EV-0005298,SU-00048,ST-0018,2026-01-26T17:59:00Z,data,470.6,mb,1.51,2026-01-26T17:59:00Z
usage_events-005299,EV-0005299,SU-00049,ST-0019,2026-01-26T18:06:00Z,voice,331.3,minutes,0.38,2026-01-26T18:06:00Z
usage_events-005300,EV-0005300,SU-00050,ST-0020,2026-01-26T18:13:00Z,voice,320.8,minutes,4.67,2026-01-26T18:13:00Z
usage_events-005301,EV-0005301,SU-00051,ST-0021,2026-01-26T18:20:00Z,sms,67.6,messages,2.31,2026-01-26T18:20:00Z
usage_events-005302,EV-0005302,SU-00052,ST-0022,2026-01-26T18:27:00Z,data,343.3,mb,1.77,2026-01-26T18:27:00Z
usage_events-005303,EV-0005303,SU-00053,ST-0023,2026-01-26T18:34:00Z,voice,177.2,minutes,0.29,2026-01-26T18:34:00Z
usage_events-005304,EV-0005304,SU-00054,ST-0024,2026-01-26T18:41:00Z,data,246.8,mb,4.16,2026-01-26T18:41:00Z
usage_events-005305,EV-0005305,SU-00055,ST-0025,2026-01-26T18:48:00Z,sms,77.3,messages,4.04,2026-01-26T18:48:00Z
usage_events-005306,EV-0005306,SU-00056,ST-0026,2026-01-26T18:55:00Z,voice,271.4,minutes,0.85,2026-01-26T18:55:00Z
usage_events-005307,EV-0005307,SU-00057,ST-0027,2026-01-26T19:02:00Z,voice,271.3,minutes,0.02,2026-01-26T19:02:00Z
usage_events-005308,EV-0005308,SU-00058,ST-0028,2026-01-26T19:09:00Z,voice,151.4,minutes,0.49,2026-01-26T19:09:00Z
usage_events-005309,EV-0005309,SU-00059,ST-0029,2026-01-26T19:16:00Z,data,275.2,mb,2.83,2026-01-26T19:16:00Z
usage_events-005310,EV-0005310,SU-00060,ST-0030,2026-01-26T19:23:00Z,data,3.1,mb,3.04,2026-01-26T19:23:00Z
usage_events-005311,EV-0005311,SU-00061,ST-0001,2026-01-26T19:30:00Z,sms,304.1,messages,4.51,2026-01-26T19:30:00Z
usage_events-005312,EV-0005312,SU-00062,ST-0002,2026-01-26T19:37:00Z,voice,155.6,minutes,2.96,2026-01-26T19:37:00Z
usage_events-005313,EV-0005313,SU-00063,ST-0003,2026-01-26T19:44:00Z,sms,103.0,messages,4.02,2026-01-26T19:44:00Z
usage_events-005314,EV-0005314,SU-00064,ST-0004,2026-01-26T19:51:00Z,sms,327.1,messages,4.25,2026-01-26T19:51:00Z
usage_events-005315,EV-0005315,SU-00065,ST-0005,2026-01-26T19:58:00Z,voice,488.3,minutes,1.56,2026-01-26T19:58:00Z
usage_events-005316,EV-0005316,SU-00066,ST-0006,2026-01-26T20:05:00Z,sms,153.9,messages,4.88,2026-01-26T20:05:00Z
usage_events-005317,EV-0005317,SU-00067,ST-0007,2026-01-26T20:12:00Z,sms,32.9,messages,4.65,2026-01-26T20:12:00Z
usage_events-005318,EV-0005318,SU-00068,ST-0008,2026-01-26T20:19:00Z,voice,465.0,minutes,0.88,2026-01-26T20:19:00Z
usage_events-005319,EV-0005319,SU-00069,ST-0009,2026-01-26T20:26:00Z,voice,426.9,minutes,1.25,2026-01-26T20:26:00Z
usage_events-005320,EV-0005320,SU-00070,ST-0010,2026-01-26T20:33:00Z,voice,453.1,minutes,1.00,2026-01-26T20:33:00Z
usage_events-005321,EV-0005321,SU-00071,ST-0011,2026-01-26T20:40:00Z,sms,21.4,messages,2.78,2026-01-26T20:40:00Z
usage_events-005322,EV-0005322,SU-00072,ST-0012,2026-01-26T20:47:00Z,voice,429.4,minutes,2.45,2026-01-26T20:47:00Z
usage_events-005323,EV-0005323,SU-00073,ST-0013,2026-01-26T20:54:00Z,sms,421.7,messages,2.23,2026-01-26T20:54:00Z
usage_events-005324,EV-0005324,SU-00074,ST-0014,2026-01-26T21:01:00Z,data,217.8,mb,4.45,2026-01-26T21:01:00Z
usage_events-005325,EV-0005325,SU-00075,ST-0015,2026-01-26T21:08:00Z,voice,197.5,minutes,0.04,2026-01-26T21:08:00Z
usage_events-005326,EV-0005326,SU-00076,ST-0016,2026-01-26T21:15:00Z,data,312.7,mb,2.66,2026-01-26T21:15:00Z
usage_events-005327,EV-0005327,SU-00077,ST-0017,2026-01-26T21:22:00Z,data,405.7,mb,0.66,2026-01-26T21:22:00Z
usage_events-005328,EV-0005328,SU-00078,ST-0018,2026-01-26T21:29:00Z,data,119.1,mb,0.57,2026-01-26T21:29:00Z
usage_events-005329,EV-0005329,SU-00079,ST-0019,2026-01-26T21:36:00Z,sms,7.8,messages,1.66,2026-01-26T21:36:00Z
usage_events-005330,EV-0005330,SU-00080,ST-0020,2026-01-26T21:43:00Z,sms,144.1,messages,0.13,2026-01-26T21:43:00Z
usage_events-005331,EV-0005331,SU-00081,ST-0021,2026-01-26T21:50:00Z,voice,416.1,minutes,2.93,2026-01-26T21:50:00Z
usage_events-005332,EV-0005332,SU-00082,ST-0022,2026-01-26T21:57:00Z,voice,463.9,minutes,0.36,2026-01-26T21:57:00Z
usage_events-005333,EV-0005333,SU-00083,ST-0023,2026-01-26T22:04:00Z,sms,284.1,messages,4.64,2026-01-26T22:04:00Z
usage_events-005334,EV-0005334,SU-00084,ST-0024,2026-01-26T22:11:00Z,data,193.4,mb,0.69,2026-01-26T22:11:00Z
usage_events-005335,EV-0005335,SU-00085,ST-0025,2026-01-26T22:18:00Z,data,68.1,mb,2.35,2026-01-26T22:18:00Z
usage_events-005336,EV-0005336,SU-00086,ST-0026,2026-01-26T22:25:00Z,data,66.8,mb,3.13,2026-01-26T22:25:00Z
usage_events-005337,EV-0005337,SU-00087,ST-0027,2026-01-26T22:32:00Z,voice,347.1,minutes,0.05,2026-01-26T22:32:00Z
usage_events-005338,EV-0005338,SU-00088,ST-0028,2026-01-26T22:39:00Z,voice,295.2,minutes,4.22,2026-01-26T22:39:00Z
usage_events-005339,EV-0005339,SU-00089,ST-0029,2026-01-26T22:46:00Z,sms,387.5,messages,0.30,2026-01-26T22:46:00Z
usage_events-005340,EV-0005340,SU-00090,ST-0030,2026-01-26T22:53:00Z,data,319.6,mb,1.43,2026-01-26T22:53:00Z
usage_events-005341,EV-0005341,SU-00091,ST-0001,2026-01-26T23:00:00Z,data,423.7,mb,4.81,2026-01-26T23:00:00Z
usage_events-005342,EV-0005342,SU-00092,ST-0002,2026-01-26T23:07:00Z,voice,263.6,minutes,4.33,2026-01-26T23:07:00Z
usage_events-005343,EV-0005343,SU-00093,ST-0003,2026-01-26T23:14:00Z,sms,31.5,messages,2.99,2026-01-26T23:14:00Z
usage_events-005344,EV-0005344,SU-00094,ST-0004,2026-01-26T23:21:00Z,data,355.1,mb,3.85,2026-01-26T23:21:00Z
usage_events-005345,EV-0005345,SU-00095,ST-0005,2026-01-26T23:28:00Z,sms,488.8,messages,0.83,2026-01-26T23:28:00Z
usage_events-005346,EV-0005346,SU-00096,ST-0006,2026-01-26T23:35:00Z,sms,115.0,messages,0.44,2026-01-26T23:35:00Z
usage_events-005347,EV-0005347,SU-00097,ST-0007,2026-01-26T23:42:00Z,voice,4.5,minutes,2.23,2026-01-26T23:42:00Z
usage_events-005348,EV-0005348,SU-00098,ST-0008,2026-01-26T23:49:00Z,voice,211.1,minutes,1.93,2026-01-26T23:49:00Z
usage_events-005349,EV-0005349,SU-00099,ST-0009,2026-01-26T23:56:00Z,data,472.9,mb,4.21,2026-01-26T23:56:00Z
usage_events-005350,EV-0005350,SU-00100,ST-0010,2026-01-27T00:03:00Z,data,432.4,mb,3.86,2026-01-27T00:03:00Z
usage_events-005351,EV-0005351,SU-00101,ST-0011,2026-01-27T00:10:00Z,sms,393.6,messages,0.78,2026-01-27T00:10:00Z
usage_events-005352,EV-0005352,SU-00102,ST-0012,2026-01-27T00:17:00Z,voice,346.0,minutes,3.30,2026-01-27T00:17:00Z
usage_events-005353,EV-0005353,SU-00103,ST-0013,2026-01-27T00:24:00Z,data,412.2,mb,1.06,2026-01-27T00:24:00Z
usage_events-005354,EV-0005354,SU-00104,ST-0014,2026-01-27T00:31:00Z,sms,165.9,messages,2.56,2026-01-27T00:31:00Z
usage_events-005355,EV-0005355,SU-00105,ST-0015,2026-01-27T00:38:00Z,sms,141.6,messages,3.04,2026-01-27T00:38:00Z
usage_events-005356,EV-0005356,SU-00106,ST-0016,2026-01-27T00:45:00Z,voice,13.4,minutes,2.68,2026-01-27T00:45:00Z
usage_events-005357,EV-0005357,SU-00107,ST-0017,2026-01-27T00:52:00Z,voice,61.1,minutes,3.40,2026-01-27T00:52:00Z
usage_events-005358,EV-0005358,SU-00108,ST-0018,2026-01-27T00:59:00Z,data,1.8,mb,1.96,2026-01-27T00:59:00Z
usage_events-005359,EV-0005359,SU-00109,ST-0019,2026-01-27T01:06:00Z,sms,307.1,messages,1.90,2026-01-27T01:06:00Z
usage_events-005360,EV-0005360,SU-00110,ST-0020,2026-01-27T01:13:00Z,data,222.4,mb,1.61,2026-01-27T01:13:00Z
usage_events-005361,EV-0005361,SU-00111,ST-0021,2026-01-27T01:20:00Z,sms,116.4,messages,0.01,2026-01-27T01:20:00Z
usage_events-005362,EV-0005362,SU-00112,ST-0022,2026-01-27T01:27:00Z,sms,11.8,messages,1.92,2026-01-27T01:27:00Z
usage_events-005363,EV-0005363,SU-00113,ST-0023,2026-01-27T01:34:00Z,data,191.3,mb,3.01,2026-01-27T01:34:00Z
usage_events-005364,EV-0005364,SU-00114,ST-0024,2026-01-27T01:41:00Z,voice,4.3,minutes,2.13,2026-01-27T01:41:00Z
usage_events-005365,EV-0005365,SU-00115,ST-0025,2026-01-27T01:48:00Z,voice,176.4,minutes,4.23,2026-01-27T01:48:00Z
usage_events-005366,EV-0005366,SU-00116,ST-0026,2026-01-27T01:55:00Z,sms,474.8,messages,4.05,2026-01-27T01:55:00Z
usage_events-005367,EV-0005367,SU-00117,ST-0027,2026-01-27T02:02:00Z,voice,87.7,minutes,0.93,2026-01-27T02:02:00Z
usage_events-005368,EV-0005368,SU-00118,ST-0028,2026-01-27T02:09:00Z,voice,44.2,minutes,2.69,2026-01-27T02:09:00Z
usage_events-005369,EV-0005369,SU-00119,ST-0029,2026-01-27T02:16:00Z,data,132.8,mb,3.03,2026-01-27T02:16:00Z
usage_events-005370,EV-0005370,SU-00120,ST-0030,2026-01-27T02:23:00Z,data,440.0,mb,2.95,2026-01-27T02:23:00Z
usage_events-005371,EV-0005371,SU-00121,ST-0001,2026-01-27T02:30:00Z,sms,458.1,messages,1.86,2026-01-27T02:30:00Z
usage_events-005372,EV-0005372,SU-00122,ST-0002,2026-01-27T02:37:00Z,sms,39.2,messages,2.57,2026-01-27T02:37:00Z
usage_events-005373,EV-0005373,SU-00123,ST-0003,2026-01-27T02:44:00Z,sms,415.5,messages,3.84,2026-01-27T02:44:00Z
usage_events-005374,EV-0005374,SU-00124,ST-0004,2026-01-27T02:51:00Z,data,364.6,mb,3.04,2026-01-27T02:51:00Z
usage_events-005375,EV-0005375,SU-00125,ST-0005,2026-01-27T02:58:00Z,sms,76.3,messages,3.36,2026-01-27T02:58:00Z
usage_events-005376,EV-0005376,SU-00126,ST-0006,2026-01-27T03:05:00Z,voice,394.9,minutes,4.29,2026-01-27T03:05:00Z
usage_events-005377,EV-0005377,SU-00127,ST-0007,2026-01-27T03:12:00Z,sms,80.2,messages,4.18,2026-01-27T03:12:00Z
usage_events-005378,EV-0005378,SU-00128,ST-0008,2026-01-27T03:19:00Z,data,344.3,mb,1.57,2026-01-27T03:19:00Z
usage_events-005379,EV-0005379,SU-00129,ST-0009,2026-01-27T03:26:00Z,sms,330.3,messages,4.65,2026-01-27T03:26:00Z
usage_events-005380,EV-0005380,SU-00130,ST-0010,2026-01-27T03:33:00Z,data,25.7,mb,3.40,2026-01-27T03:33:00Z
usage_events-005381,EV-0005381,SU-00131,ST-0011,2026-01-27T03:40:00Z,data,491.3,mb,3.10,2026-01-27T03:40:00Z
usage_events-005382,EV-0005382,SU-00132,ST-0012,2026-01-27T03:47:00Z,data,166.3,mb,1.73,2026-01-27T03:47:00Z
usage_events-005383,EV-0005383,SU-00133,ST-0013,2026-01-27T03:54:00Z,sms,23.3,messages,3.70,2026-01-27T03:54:00Z
usage_events-005384,EV-0005384,SU-00134,ST-0014,2026-01-27T04:01:00Z,data,65.4,mb,3.63,2026-01-27T04:01:00Z
usage_events-005385,EV-0005385,SU-00135,ST-0015,2026-01-27T04:08:00Z,voice,241.5,minutes,0.10,2026-01-27T04:08:00Z
usage_events-005386,EV-0005386,SU-00136,ST-0016,2026-01-27T04:15:00Z,data,210.7,mb,3.48,2026-01-27T04:15:00Z
usage_events-005387,EV-0005387,SU-00137,ST-0017,2026-01-27T04:22:00Z,data,91.4,mb,0.44,2026-01-27T04:22:00Z
usage_events-005388,EV-0005388,SU-00138,ST-0018,2026-01-27T04:29:00Z,sms,222.6,messages,2.65,2026-01-27T04:29:00Z
usage_events-005389,EV-0005389,SU-00139,ST-0019,2026-01-27T04:36:00Z,data,388.7,mb,4.94,2026-01-27T04:36:00Z
usage_events-005390,EV-0005390,SU-00140,ST-0020,2026-01-27T04:43:00Z,data,322.3,mb,1.03,2026-01-27T04:43:00Z
usage_events-005391,EV-0005391,SU-00141,ST-0021,2026-01-27T04:50:00Z,voice,51.4,minutes,3.54,2026-01-27T04:50:00Z
usage_events-005392,EV-0005392,SU-00142,ST-0022,2026-01-27T04:57:00Z,data,230.7,mb,1.99,2026-01-27T04:57:00Z
usage_events-005393,EV-0005393,SU-00143,ST-0023,2026-01-27T05:04:00Z,data,495.0,mb,3.47,2026-01-27T05:04:00Z
usage_events-005394,EV-0005394,SU-00144,ST-0024,2026-01-27T05:11:00Z,voice,314.8,minutes,1.62,2026-01-27T05:11:00Z
usage_events-005395,EV-0005395,SU-00145,ST-0025,2026-01-27T05:18:00Z,sms,43.6,messages,4.09,2026-01-27T05:18:00Z
usage_events-005396,EV-0005396,SU-00146,ST-0026,2026-01-27T05:25:00Z,voice,220.9,minutes,1.24,2026-01-27T05:25:00Z
usage_events-005397,EV-0005397,SU-00147,ST-0027,2026-01-27T05:32:00Z,sms,390.3,messages,1.64,2026-01-27T05:32:00Z
usage_events-005398,EV-0005398,SU-00148,ST-0028,2026-01-27T05:39:00Z,sms,307.0,messages,3.47,2026-01-27T05:39:00Z
usage_events-005399,EV-0005399,SU-00149,ST-0029,2026-01-27T05:46:00Z,data,220.0,mb,1.36,2026-01-27T05:46:00Z
usage_events-005400,EV-0005400,SU-00150,ST-0030,2026-01-27T05:53:00Z,voice,207.2,minutes,1.47,2026-01-27T05:53:00Z
usage_events-005401,EV-0005401,SU-00151,ST-0001,2026-01-27T06:00:00Z,voice,297.5,minutes,4.14,2026-01-27T06:00:00Z
usage_events-005402,EV-0005402,SU-00152,ST-0002,2026-01-27T06:07:00Z,sms,27.5,messages,2.02,2026-01-27T06:07:00Z
usage_events-005403,EV-0005403,SU-00153,ST-0003,2026-01-27T06:14:00Z,sms,347.5,messages,3.73,2026-01-27T06:14:00Z
usage_events-005404,EV-0005404,SU-00154,ST-0004,2026-01-27T06:21:00Z,data,16.7,mb,4.60,2026-01-27T06:21:00Z
usage_events-005405,EV-0005405,SU-00155,ST-0005,2026-01-27T06:28:00Z,voice,208.7,minutes,3.57,2026-01-27T06:28:00Z
usage_events-005406,EV-0005406,SU-00156,ST-0006,2026-01-27T06:35:00Z,voice,205.9,minutes,2.98,2026-01-27T06:35:00Z
usage_events-005407,EV-0005407,SU-00157,ST-0007,2026-01-27T06:42:00Z,sms,100.3,messages,1.61,2026-01-27T06:42:00Z
usage_events-005408,EV-0005408,SU-00158,ST-0008,2026-01-27T06:49:00Z,voice,137.4,minutes,3.26,2026-01-27T06:49:00Z
usage_events-005409,EV-0005409,SU-00159,ST-0009,2026-01-27T06:56:00Z,sms,20.5,messages,4.49,2026-01-27T06:56:00Z
usage_events-005410,EV-0005410,SU-00160,ST-0010,2026-01-27T07:03:00Z,voice,225.5,minutes,0.64,2026-01-27T07:03:00Z
